,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
3546435,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-05-31,-57.0,-36.0,-48.0,-63.0,-12.0,17.0
3546436,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-01,-38.0,-20.0,-28.0,-42.0,-30.0,19.0
3546437,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-02,-41.0,-23.0,-28.0,-46.0,-37.0,19.0
3546438,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-03,-40.0,-23.0,-30.0,-46.0,-37.0,19.0
3546439,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-04,-40.0,-23.0,-30.0,-48.0,-37.0,20.0
3546440,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-05,-44.0,-26.0,-37.0,-53.0,-33.0,21.0
3546441,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-06,-46.0,-27.0,-37.0,-52.0,-17.0,15.0
3546442,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-07,-52.0,-33.0,-43.0,-57.0,-9.0,16.0
3546443,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-08,-38.0,-21.0,-29.0,-45.0,-30.0,19.0
3546444,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-09,-42.0,-27.0,-32.0,-48.0,-36.0,19.0
3546445,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-10,-45.0,-30.0,-36.0,-51.0,-38.0,20.0
3546446,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-11,-43.0,-29.0,-37.0,-51.0,-39.0,21.0
3546447,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-12,-50.0,-31.0,-42.0,-59.0,-48.0,26.0
3546448,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-13,-46.0,-26.0,-37.0,-55.0,-17.0,16.0
3546449,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-14,-50.0,-32.0,-40.0,-57.0,-4.0,14.0
3546450,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-15,-36.0,-21.0,-28.0,-46.0,-29.0,18.0
3546451,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-16,-35.0,-17.0,-24.0,-46.0,-34.0,18.0
3546452,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-17,-38.0,-22.0,-28.0,-46.0,-35.0,19.0
3546453,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-18,-43.0,-30.0,-34.0,-52.0,-40.0,21.0
3546454,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-19,-43.0,-28.0,-37.0,-54.0,-32.0,21.0
3546455,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-20,-43.0,-24.0,-35.0,-50.0,-14.0,14.0
3546456,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-21,-46.0,-29.0,-36.0,-54.0,-3.0,13.0
3546457,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-22,-37.0,-23.0,-27.0,-47.0,-30.0,19.0
3546458,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-23,-37.0,-23.0,-27.0,-47.0,-35.0,19.0
3546459,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-24,-40.0,-25.0,-23.0,-48.0,-35.0,17.0
3546460,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-25,-40.0,-26.0,-29.0,-48.0,-36.0,19.0
3546461,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-26,-43.0,-28.0,-37.0,-53.0,-32.0,21.0
3546462,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-27,-45.0,-29.0,-36.0,-53.0,-17.0,16.0
3546463,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-28,-51.0,-34.0,-43.0,-58.0,-9.0,15.0
3546464,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-29,-37.0,-23.0,-30.0,-46.0,-29.0,18.0
3546465,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-06-30,-36.0,-22.0,-28.0,-46.0,-35.0,19.0
3546466,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-01,-37.0,-23.0,-29.0,-47.0,-34.0,18.0
3546467,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-02,-39.0,-24.0,-30.0,-49.0,-36.0,19.0
3546468,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-03,-42.0,-26.0,-35.0,-52.0,-31.0,21.0
3546469,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-04,-45.0,-29.0,-38.0,-56.0,-16.0,17.0
3546470,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-05,-47.0,-31.0,-39.0,-59.0,-6.0,15.0
3546471,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-06,-38.0,-23.0,-28.0,-50.0,-29.0,19.0
3546472,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-07,-36.0,-23.0,-27.0,-51.0,-35.0,20.0
3546473,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-08,-37.0,-26.0,-29.0,-51.0,-35.0,19.0
3546474,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-09,-37.0,-25.0,-28.0,-52.0,-35.0,19.0
3546475,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-10,-40.0,-26.0,-36.0,-54.0,-31.0,20.0
3546476,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-11,-42.0,-21.0,-35.0,-55.0,-15.0,15.0
3546477,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-12,-45.0,-28.0,-37.0,-56.0,-6.0,14.0
3546478,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-13,-36.0,-21.0,-29.0,-49.0,-29.0,19.0
3546479,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-14,-39.0,-27.0,-29.0,-50.0,-35.0,19.0
3546480,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-15,-35.0,-21.0,-30.0,-49.0,-34.0,19.0
3546481,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-16,-35.0,-20.0,-29.0,-51.0,-35.0,20.0
3546482,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-17,-41.0,-25.0,-38.0,-55.0,-31.0,21.0
3546483,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-18,-41.0,-23.0,-35.0,-54.0,-15.0,16.0
3546484,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-19,-49.0,-34.0,-43.0,-60.0,-10.0,16.0
3546485,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-20,-35.0,-20.0,-27.0,-50.0,-29.0,18.0
3546486,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-21,-42.0,-31.0,-34.0,-54.0,-36.0,20.0
3546487,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-22,-37.0,-22.0,-29.0,-50.0,-33.0,19.0
3546488,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-23,-38.0,-22.0,-28.0,-50.0,-34.0,19.0
3546489,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-24,-41.0,-23.0,-34.0,-52.0,-30.0,21.0
3546490,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-25,-41.0,-22.0,-33.0,-53.0,-15.0,16.0
3546491,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-26,-45.0,-27.0,-36.0,-57.0,-8.0,15.0
3546492,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-27,-38.0,-20.0,-28.0,-49.0,-30.0,20.0
3546493,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-28,-40.0,-25.0,-30.0,-52.0,-37.0,21.0
3546494,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-29,-38.0,-22.0,-29.0,-50.0,-36.0,19.0
3546495,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-30,-36.0,-21.0,-28.0,-48.0,-37.0,19.0
3546496,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-07-31,-44.0,-27.0,-39.0,-58.0,-48.0,26.0
3546497,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-01,-43.0,-22.0,-35.0,-55.0,-18.0,17.0
3546498,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-02,-45.0,-25.0,-34.0,-55.0,-7.0,14.0
3546499,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-03,-34.0,-17.0,-25.0,-46.0,-29.0,19.0
3546500,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-04,-39.0,-23.0,-27.0,-51.0,-36.0,20.0
3546501,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-05,-38.0,-22.0,-28.0,-49.0,-35.0,20.0
3546502,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-06,-39.0,-23.0,-27.0,-51.0,-37.0,19.0
3546503,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-07,-46.0,-30.0,-36.0,-56.0,-33.0,21.0
3546504,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-08,-46.0,-28.0,-37.0,-57.0,-19.0,17.0
3546505,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-09,-50.0,-32.0,-40.0,-59.0,-11.0,16.0
3546506,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-10,-39.0,-21.0,-26.0,-49.0,-31.0,19.0
3546507,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-11,-43.0,-27.0,-27.0,-53.0,-37.0,20.0
3546508,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-12,-43.0,-27.0,-29.0,-51.0,-38.0,21.0
3546509,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-13,-45.0,-30.0,-33.0,-55.0,-39.0,22.0
3546510,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-14,-43.0,-23.0,-34.0,-54.0,-33.0,22.0
3546511,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-15,-45.0,-23.0,-33.0,-57.0,-19.0,17.0
3546512,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-16,-52.0,-34.0,-40.0,-62.0,-12.0,15.0
3546513,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-17,-43.0,-26.0,-30.0,-53.0,-33.0,20.0
3546514,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-18,-47.0,-31.0,-33.0,-55.0,-38.0,22.0
3546515,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-19,-45.0,-29.0,-31.0,-52.0,-38.0,21.0
3546516,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-20,-44.0,-29.0,-31.0,-54.0,-39.0,21.0
3546517,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-21,-50.0,-34.0,-38.0,-61.0,-49.0,27.0
3546518,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-22,-50.0,-33.0,-38.0,-59.0,-20.0,19.0
3546519,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-23,-53.0,-38.0,-40.0,-62.0,-11.0,17.0
3546520,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-24,-43.0,-28.0,-30.0,-52.0,-32.0,21.0
3546521,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-25,-44.0,-28.0,-30.0,-53.0,-41.0,22.0
3546522,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-26,-42.0,-25.0,-29.0,-50.0,-37.0,21.0
3546523,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-27,-40.0,-20.0,-30.0,-50.0,-38.0,21.0
3546524,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-28,-58.0,-40.0,-41.0,-61.0,-43.0,27.0
3546525,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-29,-58.0,-39.0,-41.0,-63.0,-29.0,21.0
3546526,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-30,-59.0,-42.0,-43.0,-67.0,-16.0,19.0
3546527,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-08-31,-51.0,-36.0,-33.0,-63.0,-54.0,27.0
3546528,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-01,-39.0,-24.0,-26.0,-50.0,-37.0,20.0
3546529,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-02,-41.0,-25.0,-27.0,-51.0,-38.0,20.0
3546530,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-03,-46.0,-28.0,-30.0,-53.0,-39.0,22.0
3546531,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-04,-48.0,-29.0,-36.0,-54.0,-36.0,24.0
3546532,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-05,-46.0,-25.0,-33.0,-56.0,-21.0,18.0
3546533,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-06,-60.0,-42.0,-40.0,-64.0,-17.0,19.0
3546534,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-07,-44.0,-25.0,-28.0,-52.0,-35.0,22.0
3546535,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-08,-46.0,-29.0,-29.0,-52.0,-41.0,22.0
3546536,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-09,-48.0,-30.0,-29.0,-54.0,-40.0,21.0
3546537,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-10,-49.0,-32.0,-30.0,-57.0,-42.0,22.0
3546538,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-11,-50.0,-30.0,-34.0,-59.0,-38.0,22.0
3546539,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-12,-51.0,-31.0,-33.0,-60.0,-24.0,17.0
3546540,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-13,-57.0,-40.0,-34.0,-64.0,-16.0,16.0
3546541,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-14,-45.0,-28.0,-26.0,-57.0,-33.0,20.0
3546542,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-15,-44.0,-27.0,-27.0,-56.0,-39.0,21.0
3546543,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-16,-47.0,-28.0,-31.0,-56.0,-40.0,23.0
3546544,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-17,-49.0,-31.0,-34.0,-59.0,-41.0,23.0
3546545,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-18,-48.0,-28.0,-35.0,-57.0,-36.0,25.0
3546546,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-19,-48.0,-26.0,-32.0,-58.0,-22.0,19.0
3546547,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-20,-57.0,-41.0,-39.0,-63.0,-16.0,19.0
3546548,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-21,-47.0,-28.0,-29.0,-57.0,-36.0,24.0
3546549,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-22,-49.0,-32.0,-31.0,-55.0,-41.0,23.0
3546550,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-23,-49.0,-29.0,-33.0,-54.0,-40.0,23.0
3546551,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-24,-52.0,-35.0,-37.0,-57.0,-42.0,21.0
3546552,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-25,-55.0,-33.0,-41.0,-57.0,-38.0,27.0
3546553,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-26,-55.0,-32.0,-37.0,-60.0,-24.0,20.0
3546554,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-27,-63.0,-44.0,-42.0,-64.0,-21.0,19.0
3546555,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-28,-48.0,-26.0,-31.0,-55.0,-35.0,24.0
3546556,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-29,-52.0,-34.0,-36.0,-58.0,-41.0,25.0
3546557,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-09-30,-45.0,-23.0,-33.0,-53.0,-40.0,21.0
3546558,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-01,-43.0,-20.0,-36.0,-49.0,-40.0,18.0
3546559,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-02,-46.0,-22.0,-41.0,-53.0,-37.0,19.0
3546560,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-03,-47.0,-23.0,-38.0,-54.0,-26.0,14.0
3546561,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-04,-51.0,-29.0,-37.0,-57.0,-19.0,13.0
3546562,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-05,-40.0,-17.0,-32.0,-50.0,-34.0,17.0
3546563,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-06,-43.0,-24.0,-35.0,-49.0,-40.0,18.0
3546564,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-07,-45.0,-25.0,-35.0,-49.0,-38.0,18.0
3546565,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-08,-44.0,-22.0,-33.0,-51.0,-37.0,20.0
3546566,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-09,-46.0,-24.0,-37.0,-53.0,-33.0,22.0
3546567,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-10,-48.0,-26.0,-35.0,-55.0,-20.0,16.0
3546568,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-11,-51.0,-32.0,-35.0,-60.0,-13.0,16.0
3546569,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-12,-43.0,-21.0,-29.0,-52.0,-31.0,21.0
3546570,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-13,-44.0,-25.0,-30.0,-51.0,-38.0,22.0
3546571,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-14,-43.0,-22.0,-34.0,-49.0,-36.0,22.0
3546572,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-15,-44.0,-23.0,-39.0,-48.0,-36.0,23.0
3546573,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-16,-44.0,-21.0,-42.0,-49.0,-32.0,24.0
3546574,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-17,-44.0,-19.0,-35.0,-52.0,-19.0,17.0
3546575,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-18,-49.0,-30.0,-37.0,-58.0,-12.0,17.0
3546576,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-19,-42.0,-21.0,-36.0,-50.0,-31.0,22.0
3546577,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-20,-44.0,-28.0,-38.0,-50.0,-38.0,23.0
3546578,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-21,-44.0,-26.0,-37.0,-49.0,-36.0,22.0
3546579,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-22,-42.0,-21.0,-31.0,-50.0,-36.0,20.0
3546580,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-23,-44.0,-25.0,-37.0,-52.0,-33.0,21.0
3546581,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-24,-43.0,-19.0,-27.0,-53.0,-19.0,14.0
3546582,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-25,-50.0,-31.0,-36.0,-60.0,-14.0,15.0
3546583,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-26,-47.0,-28.0,-35.0,-58.0,-36.0,20.0
3546584,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-27,-40.0,-21.0,-27.0,-47.0,-37.0,18.0
3546585,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-28,-37.0,-17.0,-26.0,-46.0,-36.0,17.0
3546586,PH,Philippines,Western Visayas,,,PH-06,,ChIJ0d8NVSkRrDMREkWBAgvaxSI,2020-10-29,-40.0,-21.0,-34.0,-48.0,-37.0,18.0
