,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
3534449,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-15,7.0,4.0,-1.0,1.0,6.0,0.0
3534450,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-16,3.0,5.0,-2.0,-3.0,1.0,1.0
3534451,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-17,-1.0,0.0,-3.0,-2.0,8.0,1.0
3534452,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-18,0.0,1.0,-3.0,0.0,5.0,0.0
3534453,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-19,-3.0,-3.0,-4.0,-6.0,5.0,1.0
3534454,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-20,-2.0,-2.0,-5.0,-5.0,6.0,0.0
3534455,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-21,-2.0,-2.0,-8.0,-6.0,8.0,1.0
3534456,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-22,1.0,0.0,-1.0,-1.0,7.0,0.0
3534457,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-23,-3.0,0.0,0.0,-7.0,2.0,1.0
3534458,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-24,1.0,-1.0,6.0,-4.0,4.0,1.0
3534459,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-25,0.0,-2.0,11.0,-18.0,-43.0,11.0
3534460,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-26,-3.0,-1.0,0.0,-3.0,6.0,0.0
3534461,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-27,-2.0,-1.0,-4.0,-6.0,6.0,0.0
3534462,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-28,-1.0,1.0,-6.0,-6.0,8.0,0.0
3534463,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-02-29,5.0,6.0,-1.0,0.0,9.0,0.0
3534464,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-01,2.0,7.0,0.0,-5.0,5.0,1.0
3534465,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-02,0.0,2.0,-2.0,-5.0,9.0,0.0
3534466,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-03,1.0,2.0,-2.0,-4.0,7.0,0.0
3534467,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-04,-1.0,2.0,-1.0,-7.0,6.0,1.0
3534468,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-05,0.0,2.0,-3.0,-6.0,7.0,0.0
3534469,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-06,-3.0,-1.0,-9.0,-8.0,8.0,1.0
3534470,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-07,0.0,2.0,-1.0,-4.0,7.0,1.0
3534471,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-08,-4.0,2.0,-2.0,-9.0,3.0,1.0
3534472,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-09,-3.0,1.0,-1.0,-7.0,7.0,1.0
3534473,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-10,-4.0,3.0,-5.0,-11.0,-4.0,3.0
3534474,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-11,-8.0,5.0,-6.0,-17.0,-5.0,4.0
3534475,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-12,-8.0,8.0,-8.0,-17.0,-6.0,5.0
3534476,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-13,-12.0,9.0,-16.0,-17.0,-9.0,7.0
3534477,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-14,-18.0,5.0,-20.0,-15.0,-6.0,6.0
3534478,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-15,-40.0,-10.0,-29.0,-42.0,-10.0,11.0
3534479,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-16,-34.0,-4.0,-18.0,-42.0,-31.0,15.0
3534480,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-17,-57.0,-21.0,-30.0,-63.0,-55.0,24.0
3534481,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-18,-66.0,-36.0,-36.0,-72.0,-62.0,28.0
3534482,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-19,-69.0,-41.0,-39.0,-75.0,-65.0,30.0
3534483,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-20,-73.0,-45.0,-47.0,-79.0,-66.0,33.0
3534484,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-21,-75.0,-48.0,-52.0,-78.0,-57.0,27.0
3534485,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-22,-79.0,-53.0,-56.0,-79.0,-50.0,24.0
3534486,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-23,-75.0,-50.0,-45.0,-81.0,-69.0,33.0
3534487,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-24,-76.0,-51.0,-47.0,-81.0,-71.0,33.0
3534488,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-25,-76.0,-51.0,-46.0,-81.0,-72.0,34.0
3534489,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-26,-76.0,-52.0,-47.0,-81.0,-72.0,34.0
3534490,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-27,-77.0,-51.0,-52.0,-83.0,-72.0,37.0
3534491,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-28,-78.0,-53.0,-56.0,-82.0,-62.0,30.0
3534492,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-29,-81.0,-59.0,-59.0,-82.0,-54.0,26.0
3534493,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-30,-79.0,-59.0,-48.0,-84.0,-73.0,35.0
3534494,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-03-31,-79.0,-57.0,-49.0,-83.0,-74.0,35.0
3534495,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-01,-79.0,-58.0,-48.0,-84.0,-74.0,35.0
3534496,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-02,-80.0,-58.0,-49.0,-84.0,-74.0,36.0
3534497,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-03,-80.0,-58.0,-54.0,-85.0,-73.0,39.0
3534498,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-04,-80.0,-58.0,-57.0,-84.0,-63.0,31.0
3534499,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-05,-82.0,-62.0,-60.0,-84.0,-54.0,26.0
3534500,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-06,-78.0,-57.0,-48.0,-84.0,-72.0,35.0
3534501,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-07,-77.0,-54.0,-48.0,-83.0,-74.0,35.0
3534502,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-08,-76.0,-50.0,-47.0,-83.0,-74.0,34.0
3534503,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-09,-85.0,-65.0,-51.0,-86.0,-80.0,38.0
3534504,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-10,-90.0,-78.0,-59.0,-90.0,-82.0,43.0
3534505,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-11,-82.0,-60.0,-59.0,-86.0,-67.0,32.0
3534506,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-12,-82.0,-62.0,-60.0,-84.0,-55.0,26.0
3534507,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-13,-76.0,-53.0,-47.0,-83.0,-71.0,35.0
3534508,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-14,-76.0,-52.0,-48.0,-82.0,-73.0,35.0
3534509,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-15,-76.0,-53.0,-48.0,-83.0,-72.0,35.0
3534510,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-16,-77.0,-54.0,-48.0,-84.0,-72.0,36.0
3534511,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-17,-79.0,-56.0,-53.0,-85.0,-71.0,39.0
3534512,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-18,-81.0,-61.0,-60.0,-84.0,-62.0,30.0
3534513,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-19,-83.0,-66.0,-63.0,-85.0,-54.0,26.0
3534514,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-20,-78.0,-58.0,-50.0,-84.0,-71.0,35.0
3534515,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-21,-79.0,-60.0,-51.0,-84.0,-72.0,35.0
3534516,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-22,-80.0,-62.0,-51.0,-85.0,-72.0,35.0
3534517,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-23,-80.0,-62.0,-53.0,-85.0,-72.0,36.0
3534518,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-24,-81.0,-63.0,-57.0,-86.0,-71.0,38.0
3534519,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-25,-81.0,-62.0,-60.0,-85.0,-61.0,31.0
3534520,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-26,-84.0,-69.0,-63.0,-85.0,-53.0,27.0
3534521,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-27,-78.0,-60.0,-50.0,-84.0,-69.0,35.0
3534522,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-28,-77.0,-58.0,-50.0,-83.0,-71.0,35.0
3534523,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-29,-77.0,-57.0,-48.0,-83.0,-70.0,34.0
3534524,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-04-30,-82.0,-50.0,-54.0,-79.0,-69.0,34.0
3534525,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-01,-84.0,-53.0,-59.0,-82.0,-74.0,39.0
3534526,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-02,-84.0,-53.0,-62.0,-79.0,-58.0,30.0
3534527,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-03,-87.0,-63.0,-66.0,-81.0,-51.0,26.0
3534528,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-04,-81.0,-51.0,-53.0,-78.0,-66.0,33.0
3534529,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-05,-81.0,-48.0,-53.0,-77.0,-67.0,33.0
3534530,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-06,-80.0,-47.0,-52.0,-76.0,-67.0,33.0
3534531,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-07,-80.0,-47.0,-52.0,-77.0,-67.0,33.0
3534532,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-08,-80.0,-47.0,-56.0,-78.0,-65.0,36.0
3534533,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-09,-79.0,-45.0,-59.0,-75.0,-53.0,28.0
3534534,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-10,-81.0,-51.0,-61.0,-76.0,-45.0,24.0
3534535,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-11,-78.0,-45.0,-50.0,-75.0,-63.0,33.0
3534536,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-12,-78.0,-44.0,-51.0,-75.0,-65.0,33.0
3534537,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-13,-78.0,-44.0,-51.0,-76.0,-64.0,33.0
3534538,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-14,-78.0,-44.0,-52.0,-76.0,-65.0,32.0
3534539,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-15,-80.0,-50.0,-56.0,-79.0,-64.0,35.0
3534540,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-16,-75.0,-38.0,-58.0,-72.0,-49.0,26.0
3534541,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-17,-79.0,-48.0,-61.0,-74.0,-40.0,23.0
3534542,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-18,-70.0,-33.0,-47.0,-68.0,-55.0,29.0
3534543,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-19,-71.0,-35.0,-49.0,-69.0,-58.0,29.0
3534544,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-20,-70.0,-34.0,-48.0,-70.0,-57.0,30.0
3534545,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-21,-70.0,-34.0,-48.0,-70.0,-57.0,30.0
3534546,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-22,-72.0,-37.0,-54.0,-72.0,-55.0,32.0
3534547,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-23,-73.0,-38.0,-57.0,-70.0,-42.0,25.0
3534548,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-24,-78.0,-47.0,-59.0,-73.0,-37.0,23.0
3534549,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-25,-70.0,-34.0,-47.0,-72.0,-65.0,32.0
3534550,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-26,-68.0,-33.0,-47.0,-67.0,-54.0,28.0
3534551,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-27,-69.0,-34.0,-46.0,-68.0,-54.0,28.0
3534552,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-28,-69.0,-34.0,-48.0,-68.0,-54.0,29.0
3534553,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-29,-70.0,-33.0,-52.0,-69.0,-51.0,31.0
3534554,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-30,-69.0,-32.0,-55.0,-67.0,-36.0,23.0
3534555,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-05-31,-74.0,-40.0,-57.0,-69.0,-30.0,21.0
3534556,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-01,-62.0,-21.0,-43.0,-59.0,-45.0,25.0
3534557,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-02,-62.0,-22.0,-43.0,-59.0,-48.0,25.0
3534558,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-03,-62.0,-22.0,-42.0,-59.0,-48.0,25.0
3534559,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-04,-62.0,-22.0,-43.0,-59.0,-48.0,26.0
3534560,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-05,-60.0,-24.0,-46.0,-61.0,-46.0,27.0
3534561,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-06,-60.0,-23.0,-49.0,-59.0,-31.0,21.0
3534562,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-07,-65.0,-32.0,-52.0,-62.0,-24.0,20.0
3534563,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-08,-55.0,-19.0,-39.0,-56.0,-43.0,24.0
3534564,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-09,-56.0,-22.0,-40.0,-56.0,-46.0,24.0
3534565,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-10,-58.0,-24.0,-41.0,-58.0,-46.0,25.0
3534566,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-11,-56.0,-22.0,-41.0,-56.0,-47.0,24.0
3534567,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-12,-61.0,-27.0,-48.0,-65.0,-58.0,31.0
3534568,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-13,-58.0,-23.0,-49.0,-58.0,-30.0,21.0
3534569,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-14,-63.0,-31.0,-50.0,-60.0,-21.0,19.0
3534570,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-15,-51.0,-17.0,-37.0,-54.0,-41.0,23.0
3534571,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-16,-51.0,-14.0,-36.0,-53.0,-44.0,23.0
3534572,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-17,-53.0,-18.0,-37.0,-55.0,-44.0,24.0
3534573,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-18,-53.0,-26.0,-29.0,-59.0,-45.0,24.0
3534574,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-19,-56.0,-29.0,-36.0,-62.0,-44.0,27.0
3534575,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-20,-52.0,-23.0,-37.0,-57.0,-26.0,19.0
3534576,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-21,-57.0,-30.0,-36.0,-60.0,-17.0,18.0
3534577,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-22,-50.0,-24.0,-25.0,-56.0,-42.0,23.0
3534578,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-23,-50.0,-23.0,-26.0,-55.0,-45.0,24.0
3534579,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-24,-52.0,-25.0,-25.0,-58.0,-45.0,24.0
3534580,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-25,-51.0,-24.0,-29.0,-57.0,-44.0,24.0
3534581,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-26,-53.0,-25.0,-34.0,-59.0,-42.0,25.0
3534582,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-27,-53.0,-25.0,-38.0,-57.0,-28.0,20.0
3534583,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-28,-61.0,-36.0,-42.0,-62.0,-21.0,18.0
3534584,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-29,-48.0,-22.0,-26.0,-55.0,-41.0,22.0
3534585,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-06-30,-45.0,-18.0,-26.0,-55.0,-43.0,22.0
3534586,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-01,-48.0,-20.0,-26.0,-57.0,-43.0,23.0
3534587,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-02,-49.0,-22.0,-28.0,-58.0,-44.0,23.0
3534588,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-03,-51.0,-24.0,-33.0,-59.0,-41.0,25.0
3534589,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-04,-52.0,-26.0,-38.0,-59.0,-27.0,20.0
3534590,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-05,-57.0,-30.0,-38.0,-62.0,-20.0,18.0
3534591,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-06,-47.0,-22.0,-26.0,-56.0,-41.0,23.0
3534592,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-07,-47.0,-20.0,-26.0,-56.0,-44.0,23.0
3534593,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-08,-49.0,-23.0,-27.0,-58.0,-43.0,23.0
3534594,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-09,-50.0,-25.0,-27.0,-58.0,-44.0,23.0
3534595,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-10,-51.0,-24.0,-34.0,-59.0,-42.0,25.0
3534596,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-11,-50.0,-18.0,-35.0,-57.0,-26.0,19.0
3534597,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-12,-56.0,-29.0,-36.0,-61.0,-19.0,18.0
3534598,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-13,-50.0,-26.0,-28.0,-58.0,-41.0,24.0
3534599,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-14,-46.0,-20.0,-25.0,-56.0,-44.0,23.0
3534600,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-15,-46.0,-20.0,-26.0,-57.0,-43.0,23.0
3534601,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-16,-45.0,-17.0,-25.0,-57.0,-43.0,23.0
3534602,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-17,-50.0,-21.0,-33.0,-59.0,-41.0,25.0
3534603,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-18,-48.0,-20.0,-35.0,-57.0,-25.0,19.0
3534604,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-19,-56.0,-29.0,-37.0,-61.0,-20.0,18.0
3534605,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-20,-46.0,-19.0,-24.0,-56.0,-40.0,23.0
3534606,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-21,-48.0,-23.0,-28.0,-57.0,-44.0,23.0
3534607,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-22,-49.0,-22.0,-26.0,-58.0,-43.0,23.0
3534608,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-23,-50.0,-23.0,-28.0,-59.0,-43.0,24.0
3534609,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-24,-51.0,-24.0,-32.0,-60.0,-41.0,26.0
3534610,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-25,-50.0,-23.0,-34.0,-57.0,-27.0,19.0
3534611,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-26,-56.0,-30.0,-36.0,-61.0,-21.0,18.0
3534612,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-27,-47.0,-22.0,-24.0,-57.0,-41.0,23.0
3534613,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-28,-48.0,-22.0,-27.0,-57.0,-44.0,23.0
3534614,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-29,-51.0,-25.0,-27.0,-59.0,-45.0,24.0
3534615,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-30,-47.0,-20.0,-27.0,-57.0,-45.0,23.0
3534616,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-07-31,-52.0,-23.0,-35.0,-65.0,-57.0,29.0
3534617,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-01,-51.0,-24.0,-37.0,-59.0,-30.0,21.0
3534618,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-02,-55.0,-27.0,-36.0,-60.0,-22.0,18.0
3534619,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-03,-39.0,-9.0,-19.0,-50.0,-40.0,21.0
3534620,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-04,-55.0,-27.0,-27.0,-65.0,-48.0,26.0
3534621,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-05,-54.0,-27.0,-27.0,-66.0,-47.0,25.0
3534622,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-06,-55.0,-29.0,-28.0,-66.0,-48.0,26.0
3534623,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-07,-59.0,-34.0,-34.0,-69.0,-46.0,28.0
3534624,PH,Philippines,,,,,,ChIJY96HXyFTQDIRV9opeu-QR3g,2020-08-08,-56.0,-29.0,-37.0,-66.0,-31.0,21.0
